Player,Draft Year,Height (in),Weight (lbs),Wingspan (in),Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
Julius Hodge,2005,78.0,202.2,84.5,NCST,34,34.3,17.0,5.8,11.8,0.493,0.4,1.6,0.255,5.0,7.4,0.668,2.5,4.2,6.7,4.8,1.4,0.7,2.6,2.2
Jared Homan,2005,79.75,248.2,85.25,IWAST,31,36.3,13.6,5.1,11.9,0.43,0.0,0.3,0.1,3.3,4.7,0.699,2.9,5.8,8.7,1.1,0.8,2.1,2.0,2.8
Jarrett Jack,2005,74.5,197.6,79.5,GT,32,34.1,15.5,5.1,10.0,0.514,1.4,3.3,0.442,3.8,4.4,0.866,0.3,4.6,4.8,4.5,1.8,0.1,3.4,1.7
Dwayne Jones,2005,80.5,242.2,86.75,STJOE,36,34.8,10.1,3.2,6.3,0.507,0.0,0.0,0.0,3.7,6.9,0.536,4.3,7.3,11.6,0.9,0.4,3.0,2.1,2.4
Mindaugas Katelynas,2005,79.5,217.0,83.0,CHATT,31,26.8,11.8,4.4,8.0,0.547,0.6,1.5,0.422,2.5,4.0,0.626,2.7,6.2,8.9,1.5,0.7,0.3,2.3,2.6
Jason Klotz,2005,80.5,249.4,82.0,TEXAS,30,28.9,11.2,4.8,10.1,0.474,0.1,0.5,0.188,1.5,2.2,0.677,2.2,3.5,5.8,1.0,0.4,1.1,1.3,3.0
Carl Krauser,2005,71.5,193.4,77.5,PITT,29,35.6,16.0,4.6,11.2,0.411,1.9,4.7,0.394,4.9,6.5,0.75,0.9,3.9,4.8,5.9,1.8,0.1,4.2,2.4
Keith Langford,2005,74.25,203.2,81.0,KU,28,31.0,14.4,5.2,11.1,0.465,1.1,3.1,0.352,3.0,4.9,0.601,1.3,2.7,4.0,2.8,0.9,0.2,2.0,1.8
David Lee,2005,79.75,229.5,84.0,FLA,32,28.0,13.6,5.0,9.5,0.525,0.0,0.1,0.0,3.6,5.0,0.714,2.4,6.6,9.0,2.2,1.1,0.8,2.7,2.4
David Lee,2005,79.75,229.5,84.0,JAC,26,31.7,12.5,4.4,10.2,0.434,1.5,4.3,0.351,2.2,2.9,0.737,0.7,3.2,3.8,2.4,1.3,0.2,2.5,2.0
David Lucas,2005,78.5,233.4,84.0,ORST,23,28.4,17.7,7.1,13.0,0.543,0.0,0.0,0.0,3.6,4.5,0.796,3.1,3.6,6.7,0.7,0.8,0.9,2.6,2.6
Rawle Marshall,2005,76.5,186.6,85.0,OAKL,32,36.2,19.9,6.6,14.9,0.44,1.2,4.1,0.295,5.5,7.6,0.731,2.7,5.0,7.7,2.2,1.8,1.3,3.2,2.3
Jason Maxiell,2005,77.0,257.6,87.25,CINCY,33,31.4,15.3,5.0,9.2,0.543,0.1,0.2,0.4,5.3,8.3,0.645,3.2,4.5,7.7,0.8,1.0,2.7,1.9,2.5
Sean May,2005,79.0,258.8,85.25,UNC,37,26.8,17.5,6.2,10.9,0.567,0.0,0.1,0.0,5.2,6.8,0.758,3.8,6.9,10.7,1.7,1.2,1.0,2.5,2.4
Rashad McCants,2005,74.75,201.0,82.75,UNC,33,25.9,16.0,5.5,11.3,0.489,2.2,5.1,0.423,2.8,3.8,0.722,0.8,2.2,3.0,2.7,1.3,0.7,1.9,2.4
Ivan McFarlin,2005,77.5,228.6,81.0,OKST,33,30.7,12.5,4.7,8.1,0.584,0.1,0.1,1.0,2.9,3.8,0.754,3.1,4.3,7.4,1.6,1.3,1.1,2.0,3.1
Juan Mendez,2005,77.25,231.4,84.0,NIAG,30,34.5,23.5,7.4,15.6,0.471,1.3,4.3,0.305,7.5,9.2,0.815,3.4,7.2,10.6,1.3,1.2,2.1,2.3,3.1
Aaron Miles,2005,72.0,174.6,75.5,KU,30,33.1,9.3,2.9,6.3,0.457,1.3,2.7,0.5,2.2,2.8,0.788,0.6,2.9,3.5,7.2,1.7,0.3,3.1,1.9
Ellis Myles,2005,78.0,255.2,81.75,LVILL,37,30.4,10.4,3.3,6.6,0.506,0.0,0.1,0.0,3.7,6.5,0.571,3.5,5.7,9.2,3.4,1.4,0.8,3.0,3.1
Larry O'Bannon,2005,75.0,196.0,78.0,LVILL,38,29.3,15.2,4.7,9.6,0.49,2.2,5.3,0.425,3.5,4.1,0.847,0.7,2.8,3.5,2.0,0.9,0.2,1.7,2.2
Chris Paul,2005,71.75,178.0,76.25,WF,32,33.4,15.3,4.5,9.9,0.451,1.4,3.0,0.474,4.9,5.8,0.834,0.7,3.8,4.5,6.6,2.4,0.0,2.8,2.6
Kevin Pittsnogle,2005,81.25,259.2,82.5,WVU,35,19.3,11.9,4.2,9.0,0.465,1.7,4.0,0.426,1.9,2.2,0.846,1.4,2.3,3.7,0.6,0.6,0.5,1.1,1.5
Carlos Powell,2005,77.25,221.8,82.75,SOCAR,33,33.7,16.4,6.4,12.1,0.53,0.2,1.0,0.188,3.3,4.9,0.683,1.9,4.6,6.5,1.6,1.3,0.5,1.9,2.3
Roger Powell,2005,76.75,218.6,83.5,ILL,39,25.1,12.0,4.5,8.2,0.549,0.5,1.3,0.385,2.5,3.4,0.729,2.6,3.1,5.7,0.4,0.6,0.2,1.1,2.6
Ronnie Price,2005,72.75,184.8,77.5,UVU,28,37.2,24.3,8.2,19.1,0.427,2.9,8.0,0.359,5.1,6.4,0.789,0.9,3.3,4.2,3.0,1.8,0.2,3.0,2.3
Anthony Roberson,2005,72.75,178.8,74.75,FLA,32,29.7,17.5,6.0,13.2,0.456,2.9,7.6,0.388,2.5,2.8,0.9,0.4,1.6,2.0,2.4,0.7,0.1,1.8,1.6
Luke Schenscher,2005,83.75,241.6,89.0,GT,32,26.0,10.1,4.1,7.7,0.539,0.0,0.1,0.25,1.8,2.8,0.64,2.6,4.7,7.3,1.3,0.7,1.8,1.9,2.4
Wayne Simien,2005,79.25,255.8,84.0,KU,26,34.3,20.3,7.3,13.3,0.552,0.2,0.5,0.286,5.5,6.7,0.816,3.2,7.8,11.0,1.4,0.6,0.6,2.3,2.6
Tre Simmons,2005,76.0,194.2,79.5,UWASH,33,26.2,16.0,5.6,12.4,0.452,2.4,5.8,0.417,2.4,2.8,0.868,1.8,3.1,4.8,1.6,1.3,0.2,2.0,2.5
David Simon,2005,80.0,258.8,87.5,IPFW,24,31.9,16.2,6.1,11.9,0.516,0.0,0.5,0.077,3.9,6.1,0.633,2.4,4.5,6.9,2.1,0.8,1.9,2.5,3.5
Chris Taft,2005,80.5,261.0,85.75,PITT,29,26.5,13.3,5.5,9.4,0.58,0.0,0.0,0.0,2.3,4.0,0.586,3.0,4.5,7.5,0.8,0.4,1.7,1.6,1.7
Chris Thomas,2005,71.75,176.2,75.0,ND,29,37.5,14.2,4.5,13.1,0.346,1.8,5.2,0.344,3.4,3.8,0.891,0.9,4.1,5.0,6.7,2.1,0.2,3.0,1.7
Omar Thomas,2005,75.25,200.0,80.0,UTEP,35,32.1,20.5,7.1,13.8,0.512,0.4,0.9,0.406,5.9,7.0,0.845,2.3,4.3,6.7,1.5,1.6,0.3,1.6,2.2
Dijon Thompson,2005,78.25,195.8,81.75,UCLA,28,34.7,18.4,6.5,13.7,0.477,1.5,4.1,0.374,3.8,4.9,0.787,1.9,6.1,7.9,2.3,1.5,0.3,3.3,2.2
Ronny Turiaf,2005,80.0,237.8,85.5,ZAGS,31,31.2,15.9,5.1,10.0,0.508,0.1,0.2,0.286,5.7,8.4,0.683,2.4,7.1,9.5,1.5,0.4,1.9,2.3,2.7
Charlie Villanueva,2005,81.0,236.6,84.25,UConn,31,25.7,13.6,5.1,9.8,0.521,0.2,0.4,0.5,3.1,4.5,0.688,2.6,5.6,8.3,1.3,0.6,1.8,2.3,2.2
Hakim Warrick,2005,79.25,215.0,86.0,SYRA,34,37.5,21.4,7.4,13.6,0.548,0.3,0.9,0.29,6.2,9.1,0.681,3.1,5.5,8.6,1.5,1.0,0.8,2.5,2.3
Marvin Williams,2005,79.0,228.2,87.5,UNC,36,22.2,11.3,3.5,6.9,0.506,0.5,1.2,0.432,3.8,4.5,0.847,1.8,4.8,6.6,0.7,1.1,0.5,1.6,2.6
Deron Williams,2005,73.75,202.4,78.25,ILL,39,33.7,12.5,4.6,10.5,0.433,1.7,4.8,0.364,1.7,2.5,0.677,0.4,3.3,3.6,6.8,1.0,0.2,2.8,2.1
Jawad Williams,2005,79.0,218.0,85.25,UNC,37,24.0,13.1,4.8,8.9,0.541,1.1,2.8,0.381,2.4,2.9,0.813,1.5,2.5,4.0,1.4,0.7,0.5,1.5,1.7
Antoine Wright,2005,77.25,202.6,80.75,TAMU,31,33.9,17.8,6.2,12.4,0.501,2.3,5.1,0.447,3.1,4.5,0.691,1.6,4.3,6.0,2.2,1.2,0.7,2.4,2.5
Bracey Wright,2005,73.25,186.8,82.0,IU,26,35.3,18.3,5.8,14.0,0.413,1.9,5.8,0.329,4.8,6.2,0.783,1.3,3.5,4.8,2.7,1.1,0.6,2.6,1.9
Kenny Adeleke,2006,78.5,250.0,82.25,UHA,28,35.0,20.7,8.0,13.5,0.592,0.0,0.0,0.0,4.8,8.0,0.594,5.4,7.7,13.1,0.6,1.0,1.7,3.7,3.0
Maurice Ager,2006,75.25,203.0,79.75,MCHST,34,34.4,19.3,6.6,14.3,0.464,2.4,6.5,0.376,3.6,4.7,0.761,0.7,3.4,4.1,2.5,0.7,0.3,2.6,2.4
LaMarcus Aldridge,2006,82.0,234.0,88.75,TEXAS,37,33.7,15.0,5.9,10.4,0.569,0.0,0.0,0.0,3.2,4.9,0.646,3.6,7.3,10.9,0.5,1.4,2.0,1.6,2.5
Morris Almond,2006,76.75,214.0,82.0,RICE,28,32.3,21.9,8.0,16.0,0.5,1.7,3.9,0.444,4.1,5.2,0.795,1.8,4.1,5.8,1.1,1.4,0.7,2.9,2.4
Lou Amundson,2006,79.2,221.0,83.5,UNLV,29,28.1,14.3,5.5,10.4,0.528,0.0,0.0,0.0,3.3,5.8,0.575,3.2,5.4,8.6,1.1,1.1,1.3,2.6,2.8
Rashad Anderson,2006,75.25,224.0,79.0,UConn,34,22.4,12.8,4.6,10.4,0.437,2.6,6.4,0.407,1.1,1.6,0.717,0.7,2.1,2.8,0.7,0.8,0.3,1.0,1.4
Hilton Armstrong,2006,81.5,240.0,88.0,UConn,34,27.7,9.7,3.5,5.7,0.608,0.0,0.1,0.5,2.7,3.9,0.692,2.0,4.6,6.6,0.7,0.6,3.1,2.3,2.8
James Augustine,2006,80.25,227.0,84.25,ILL,33,32.7,13.6,5.3,8.5,0.624,0.0,0.1,0.5,3.0,4.6,0.651,3.0,6.1,9.1,1.8,1.4,0.7,2.0,2.5
Renaldo Balkman,2006,77.25,206.0,85.0,SOCAR,38,25.7,9.6,4.0,6.6,0.608,0.1,0.3,0.308,1.5,2.7,0.538,2.1,4.2,6.3,1.9,1.7,1.3,1.7,2.2
J.P. Batista,2006,79.5,265.0,82.0,ZAGS,33,32.6,19.3,7.1,12.0,0.589,0.1,0.2,0.375,5.0,6.0,0.833,3.0,6.4,9.4,1.4,0.9,0.8,2.4,2.5
Will Blalock,2006,71.25,194.0,78.0,IWAST,30,35.8,15.4,5.9,13.2,0.447,1.6,3.9,0.398,2.0,3.0,0.659,0.8,2.8,3.6,6.1,2.2,0.1,3.0,1.8
Brandon Bowman,2006,78.75,209.0,83.5,GTOWN,33,28.5,11.0,3.9,8.7,0.449,0.8,2.8,0.286,2.4,3.5,0.684,1.4,3.7,5.0,1.8,1.1,0.6,2.1,2.3
Ronnie Brewer,2006,77.75,223.0,83.25,ARK,32,34.8,18.4,6.2,14.0,0.441,1.6,4.7,0.338,4.5,6.0,0.75,1.2,3.6,4.8,3.3,2.6,0.5,2.2,1.4
Denham Brown,2006,76.0,218.0,81.5,UConn,32,23.5,10.7,3.7,9.1,0.403,0.9,2.9,0.326,2.5,2.8,0.868,1.3,3.1,4.4,1.4,0.8,0.4,1.7,1.7
Brad Buckman,2006,79.25,238.0,84.0,TEXAS,33,27.0,9.5,3.2,7.2,0.437,0.7,2.3,0.303,2.5,3.2,0.766,2.6,5.8,8.4,1.4,0.9,1.7,1.9,2.3
Nik Caner-Medley,2006,78.5,234.0,81.0,UMD,32,32.4,15.3,5.2,11.4,0.455,0.8,2.4,0.355,4.1,5.0,0.824,2.3,4.1,6.3,2.1,1.2,0.5,2.3,1.8
Rodney Carney,2006,76.5,204.0,82.0,MEMP,37,27.2,17.2,5.9,13.6,0.436,2.8,7.1,0.391,2.5,3.6,0.712,1.5,2.7,4.3,1.3,1.3,0.7,1.5,2.3
Mardy Collins,2006,76.25,224.0,82.0,TEM,32,37.9,16.8,6.3,14.6,0.432,1.3,4.3,0.307,2.8,4.7,0.596,1.4,3.3,4.7,4.0,2.8,0.2,2.0,2.2
Terence Dials,2006,79.75,253.0,84.0,OSU,32,30.4,15.3,6.1,10.8,0.559,0.0,0.0,0.0,3.1,4.8,0.658,2.6,5.5,8.0,0.6,0.9,1.1,2.0,2.7
Jordan Farmar,2006,72.75,171.0,75.0,UCLA,37,30.4,13.5,4.6,11.4,0.41,1.7,5.1,0.333,2.5,3.4,0.717,0.6,2.0,2.6,5.1,1.1,0.2,3.6,1.7
Randy Foye,2006,74.25,212.0,78.25,VILL,33,34.7,20.5,6.8,16.7,0.411,2.7,7.7,0.35,4.1,5.2,0.791,1.6,4.1,5.8,3.0,1.4,0.6,2.2,2.2
Torin Francis,2006,81.0,247.0,85.0,ND,30,29.9,11.6,4.4,8.8,0.504,0.0,0.0,0.0,2.8,4.3,0.638,2.7,6.7,9.4,1.7,0.5,1.0,1.8,2.4
Rudy Gay,2006,79.0,222.0,87.0,UConn,33,30.8,15.2,5.7,12.3,0.461,0.8,2.7,0.318,3.1,4.2,0.732,2.0,4.4,6.4,2.1,1.8,1.6,2.5,2.3
Nick George,2006,76.0,201.0,82.0,VCU,29,29.6,16.9,5.8,12.3,0.468,1.8,3.8,0.468,3.6,5.1,0.714,1.5,3.6,5.1,1.3,1.3,0.1,3.0,1.3
Taj Gray,2006,79.25,231.0,84.75,OKLA,29,30.4,14.2,5.1,9.0,0.569,0.0,0.0,0.0,4.0,5.6,0.71,3.1,6.0,9.0,0.9,0.9,1.6,2.6,2.9
Dan Grunfeld,2006,76.75,216.0,78.25,STAN,30,27.3,12.0,3.9,9.9,0.394,0.7,2.7,0.256,3.5,4.4,0.788,1.4,3.4,4.8,2.1,0.7,0.3,1.4,1.1
Matt Haryasz,2006,81.75,219.0,84.25,STAN,28,32.8,16.2,5.6,11.6,0.48,0.1,0.5,0.267,4.9,6.5,0.749,2.7,6.0,8.7,1.4,0.6,1.7,2.1,2.3
Eric Hicks,2006,76.75,238.0,85.5,CINCY,34,34.4,15.0,5.6,11.8,0.479,0.4,0.8,0.481,3.4,5.1,0.659,4.4,5.3,9.7,0.9,0.6,3.3,1.6,2.3
Daniel Horton,2006,72.5,198.0,79.0,MICH,33,34.0,17.6,5.7,12.7,0.447,2.2,5.5,0.394,4.1,4.6,0.901,0.3,2.2,2.5,5.3,1.9,0.3,3.5,2.3
Bobby Jones,2006,77.75,211.0,81.5,UWASH,33,26.5,10.4,3.4,7.2,0.473,0.9,2.7,0.33,2.7,3.6,0.746,2.1,2.8,4.9,1.3,1.2,0.5,2.0,3.2
Solomon Jones,2006,80.5,224.0,88.75,USOFL,29,36.4,13.2,4.8,9.9,0.484,0.0,0.1,0.0,3.6,4.7,0.778,3.2,6.6,9.8,1.3,0.9,3.0,3.5,3.4
Marco Killingsworth,2006,77.5,266.0,87.0,IU,31,28.5,17.1,6.8,12.5,0.542,0.1,0.7,0.19,3.4,5.6,0.607,2.5,5.4,7.8,1.9,0.7,0.7,3.9,3.4
Tarence Kinsey,2006,76.75,179.0,78.75,SOCAR,38,34.8,15.8,5.5,12.1,0.453,1.9,4.9,0.378,3.0,3.5,0.843,1.4,3.2,4.6,2.3,1.6,0.3,2.1,2.2
Carl Krauser,2006,71.75,190.0,78.25,PITT,33,31.9,15.0,4.8,11.8,0.402,2.0,5.5,0.368,3.4,4.7,0.729,0.8,3.5,4.3,4.8,1.6,0.0,3.1,2.8
Gerry McNamara,2006,71.75,177.0,72.75,SYRA,35,35.2,16.0,4.9,14.0,0.353,2.9,8.8,0.334,3.2,3.5,0.902,0.9,1.8,2.7,5.9,1.9,0.1,3.3,1.3
Pops Mensah-Bonsu,2006,79.5,232.0,84.0,GW,23,25.3,12.6,4.4,7.8,0.564,0.0,0.0,0.0,3.8,6.8,0.558,2.7,4.3,7.0,0.8,0.4,1.7,2.3,2.8
Paul Miller,2006,80.5,251.0,84.0,WICHI,35,28.0,13.1,5.0,9.7,0.512,0.0,0.1,0.0,3.1,4.3,0.738,2.1,4.5,6.6,1.2,0.4,0.4,1.8,2.4
Paul Millsap,2006,78.25,258.0,85.5,LATCH,33,34.1,19.6,7.8,13.7,0.571,0.2,0.4,0.357,3.8,6.2,0.623,6.0,7.3,13.3,1.1,1.9,2.3,2.5,3.1
Dwayne Mitchell,2006,74.0,208.0,78.5,LA,28,36.7,16.6,6.3,12.0,0.524,0.5,2.0,0.25,3.5,5.9,0.59,2.3,5.9,8.2,4.3,2.1,0.3,4.6,2.5
Adam Morrison,2006,78.5,198.0,82.0,ZAGS,33,36.5,28.1,9.3,18.7,0.496,2.2,5.2,0.428,7.3,9.4,0.772,1.4,4.1,5.5,1.8,1.1,0.3,2.3,2.0
Yemi Nicholson,2006,79.75,258.0,88.25,DEN,31,33.5,19.9,7.7,12.7,0.603,0.0,0.0,0.0,4.5,6.0,0.749,2.9,8.1,10.9,0.9,0.9,2.8,2.1,2.5
David Noel,2006,76.5,223.0,81.5,UNC,31,33.7,12.9,5.1,9.6,0.532,1.3,3.0,0.424,1.5,2.3,0.625,2.5,4.7,7.1,3.5,1.1,0.7,3.1,2.7
Steve Novak,2006,80.0,216.0,81.5,MARQ,31,33.8,17.5,5.6,11.7,0.477,3.9,8.4,0.467,2.4,2.5,0.974,1.1,4.8,5.9,1.3,0.6,0.1,1.0,2.1
Patrick O'Bryant,2006,83.0,249.0,89.75,BRDLY,25,25.7,13.4,5.3,9.6,0.552,0.0,0.0,0.0,2.8,4.1,0.676,2.9,5.4,8.3,0.8,0.9,2.8,2.1,3.0
Danilo Pinnock,2006,74.75,204.0,79.5,GW,30,31.6,14.5,5.5,11.3,0.485,0.8,3.0,0.275,2.8,4.1,0.669,1.6,3.5,5.1,3.0,2.4,0.5,2.0,2.0
Chris Quinn,2006,72.5,175.0,77.0,ND,29,40.0,17.7,6.0,13.3,0.45,2.4,5.8,0.419,3.3,3.8,0.872,0.8,2.9,3.8,6.4,1.6,0.1,2.7,2.1
Allan Ray,2006,73.0,204.0,80.5,VILL,32,32.1,18.5,5.8,14.9,0.389,3.3,9.0,0.372,3.5,3.9,0.889,0.6,3.0,3.6,1.4,1.2,0.1,1.8,2.4
JJ Redick,2006,76.0,190.0,75.25,DUKE,36,37.1,26.8,8.4,17.9,0.47,3.9,9.2,0.421,6.1,7.1,0.863,0.2,1.8,2.0,2.6,1.4,0.1,2.5,1.5
Antywane Robinson,2006,78.25,217.0,86.5,TEM,32,35.6,12.7,4.7,11.7,0.399,2.6,7.0,0.366,0.8,1.0,0.813,1.5,3.4,5.0,0.8,1.2,0.8,0.4,1.7
Brandon Roy,2006,77.25,207.0,80.0,UWASH,33,31.7,20.2,6.9,13.6,0.508,1.2,2.9,0.402,5.2,6.4,0.81,2.1,3.5,5.6,4.1,1.4,0.8,2.3,2.5
Blake Schilb,2006,77.25,209.0,80.75,L-IL,30,34.8,19.1,6.4,13.7,0.466,2.3,6.0,0.378,4.1,4.9,0.83,1.2,4.0,5.2,3.9,1.3,0.9,3.3,1.9
Cedric Simmons,2006,80.25,223.0,88.25,NCST,32,27.5,11.8,4.0,6.8,0.587,0.1,0.1,1.0,3.8,5.5,0.678,1.8,4.8,6.5,1.7,0.7,2.5,1.8,3.1
Marcus Slaughter,2006,79.0,220.0,83.5,SDSU,30,32.7,16.5,5.0,10.3,0.49,0.0,0.0,0.0,6.4,8.4,0.762,4.1,6.8,11.0,1.9,1.2,1.0,2.9,3.1
Craig Smith,2006,77.5,259.0,81.5,BOS,36,36.3,17.6,6.8,11.8,0.573,0.0,0.3,0.083,4.1,6.3,0.643,3.1,6.5,9.6,3.0,1.2,0.8,2.5,3.0
Steven Smith,2006,79.5,238.0,84.5,LASAL,28,36.0,19.7,7.4,15.3,0.486,0.9,2.8,0.338,3.9,5.0,0.773,2.1,5.8,7.9,2.5,1.1,0.8,3.6,2.6
Curtis Stinson,2006,73.75,208.0,77.0,IWAST,30,35.7,19.4,7.5,16.4,0.455,1.4,4.1,0.339,3.1,4.7,0.664,1.9,4.1,6.0,5.5,2.4,0.0,3.4,2.9
Tyrus Thomas,2006,79.25,217.0,87.0,LSU,32,25.9,12.3,4.8,7.8,0.608,0.0,0.0,1.0,2.8,4.3,0.657,2.8,6.4,9.2,1.3,1.0,3.1,1.8,2.6
Joah Tucker,2006,75.75,224.0,78.5,UWM,31,30.5,16.5,5.8,12.5,0.46,1.1,3.8,0.291,3.8,5.8,0.652,2.1,3.9,5.9,1.7,0.6,0.3,3.0,2.7
Darius Washington,2006,71.5,195.0,76.0,MEMP,35,26.5,13.4,4.4,10.3,0.423,1.3,3.6,0.357,3.4,4.3,0.783,0.9,1.8,2.8,3.1,1.3,0.1,3.2,1.8
Shawne Williams,2006,79.25,227.0,87.0,MEMP,36,27.3,13.2,4.3,10.4,0.416,1.3,4.3,0.312,3.2,4.0,0.786,1.7,4.4,6.2,1.9,1.4,1.4,2.3,2.9
Justin Williams,2006,79.25,211.0,85.5,UWYOM,30,30.0,11.1,4.0,7.8,0.515,0.0,0.0,0.0,3.1,5.5,0.558,4.0,7.0,11.0,0.7,0.6,5.4,2.7,3.1
Shelden Williams,2006,79.5,258.0,88.25,DUKE,36,33.3,18.8,6.6,11.4,0.578,0.1,0.2,0.333,5.6,7.5,0.744,3.3,7.4,10.7,1.1,1.7,3.8,2.5,3.2
Eric Williams,2006,79.25,285.0,88.25,WF,34,32.6,16.3,6.6,10.6,0.619,0.0,0.0,0.0,3.2,6.5,0.493,3.1,5.7,8.9,1.0,1.3,1.1,2.3,2.6
Curtis Withers,2006,78.0,227.0,82.0,CHAR,32,34.0,16.1,5.7,12.6,0.449,0.6,1.9,0.3,4.3,7.3,0.581,4.3,7.1,11.3,2.5,1.0,0.9,3.1,3.1
Mohamed Abukar,2007,80.0,210.0,81.0,SDSU,32,33.2,15.8,5.8,12.3,0.472,0.6,2.0,0.302,3.6,4.4,0.829,1.4,4.4,5.8,1.6,0.5,0.6,2.2,2.6
Mario Boggan,2007,77.0,240.0,86.0,OKST,34,32.7,19.0,7.1,13.1,0.543,0.4,1.7,0.22,4.4,5.8,0.761,2.5,4.9,7.4,1.4,1.0,0.8,2.6,2.9
Craig Bradshaw,2007,80.0,240.0,85.5,WIN,32,28.3,13.5,4.9,10.1,0.488,1.0,3.2,0.327,2.7,4.4,0.606,2.0,4.3,6.3,1.5,0.6,1.2,2.3,2.3
Corey Brewer,2007,78.0,185.0,80.25,FLA,37,29.0,13.2,4.6,9.6,0.475,1.1,3.2,0.336,3.0,4.2,0.723,1.1,3.6,4.7,2.9,1.9,0.4,2.5,1.9
Aaron Brooks,2007,70.0,161.0,76.0,OREG,35,36.8,17.7,6.1,13.2,0.46,2.3,5.7,0.404,3.3,3.9,0.846,0.9,3.4,4.3,4.3,1.4,0.2,2.5,2.5
Bobby Brown,2007,71.0,170.0,76.0,CSFUL,27,34.6,20.2,7.0,14.9,0.468,3.0,7.6,0.388,3.3,4.2,0.789,0.6,2.1,2.7,5.1,1.3,0.1,3.6,2.4
Russell Carter,2007,75.0,221.0,80.5,ND,32,30.4,17.1,6.0,13.8,0.431,2.6,6.7,0.394,2.5,3.5,0.714,1.3,3.7,4.9,1.8,1.6,0.3,2.2,2.2
Mike Conley,2007,71.0,175.0,77.75,OSU,39,31.6,11.3,4.1,7.9,0.518,0.5,1.8,0.304,2.6,3.7,0.694,0.7,2.7,3.4,6.1,2.2,0.3,2.2,1.5
Daequan Cook,2007,75.0,203.0,80.25,OSU,39,19.7,9.8,3.6,8.1,0.445,1.4,3.3,0.415,1.2,1.7,0.697,0.7,3.6,4.3,1.0,0.7,0.3,1.4,1.7
Ryvon Covile,2007,79.0,250.0,85.25,UDM,30,33.0,13.7,5.4,9.6,0.564,0.0,0.0,0.0,2.9,4.6,0.623,3.5,7.1,10.6,0.9,0.8,1.4,1.8,2.6
Javaris Crittenton,2007,75.0,194.0,77.5,GT,32,31.3,14.4,4.9,11.0,0.45,1.1,3.2,0.356,3.4,4.3,0.783,0.9,2.8,3.7,5.8,2.0,0.1,3.9,2.1
Jermareo Davidson,2007,81.0,230.0,88.0,UA,30,32.3,14.0,5.0,12.2,0.407,0.1,0.5,0.25,3.9,5.0,0.775,2.1,6.1,8.2,1.5,0.8,2.3,1.7,1.8
Justin Doellman,2007,80.0,205.0,80.75,XAV,34,27.0,13.7,4.8,9.7,0.495,1.2,3.4,0.362,2.8,3.5,0.792,1.4,4.1,5.5,1.7,0.9,1.1,1.6,3.1
Zabian Dowdell,2007,73.0,191.0,82.0,VT,34,33.7,17.4,5.8,12.5,0.462,1.3,3.4,0.386,4.5,5.6,0.806,0.8,2.8,3.6,3.1,2.1,0.2,2.0,1.5
Jared Dudley,2007,77.0,219.0,79.0,BOS,30,38.4,19.0,6.5,11.6,0.562,1.3,2.9,0.443,4.7,6.4,0.743,3.0,5.2,8.3,3.0,1.4,0.3,2.6,2.2
Kevin Durant,2007,81.0,215.0,88.75,TEXAS,35,35.9,25.8,8.7,18.5,0.473,2.3,5.8,0.404,6.0,7.3,0.816,3.0,8.1,11.1,1.3,1.9,1.9,2.8,2.0
Rashaun Freeman,2007,78.0,244.0,83.5,UMass,33,27.2,14.7,6.2,10.2,0.609,0.0,0.1,0.0,2.2,3.9,0.574,3.7,4.6,8.3,0.8,0.6,0.4,2.2,3.4
Aaron Gray,2007,84.0,271.0,87.25,PITT,36,28.2,13.9,5.7,10.0,0.565,0.0,0.0,0.0,2.5,4.6,0.548,3.3,6.1,9.5,1.7,0.4,1.7,1.5,2.5
Caleb Green,2007,78.0,238.0,83.75,ORU,34,34.8,20.5,6.1,12.1,0.501,0.2,0.5,0.353,8.2,10.8,0.76,2.8,6.5,9.3,2.6,1.4,0.4,4.0,2.9
Jeff Green,2007,79.0,228.0,85.25,GTOWN,37,33.3,14.3,5.3,10.3,0.513,1.0,2.6,0.375,2.7,3.5,0.775,1.7,4.7,6.4,3.2,0.8,1.2,2.6,2.5
Taurean Green,2007,71.0,173.0,74.25,FLA,40,33.2,13.3,3.9,8.7,0.444,2.1,5.1,0.404,3.5,4.2,0.849,0.2,2.2,2.4,3.7,1.1,0.0,2.7,1.5
Spencer Hawes,2007,82.0,244.0,84.5,UWASH,31,28.9,14.9,6.2,11.7,0.532,0.0,0.1,0.333,2.4,3.2,0.755,2.0,4.4,6.4,1.9,0.5,1.7,2.5,2.3
Brandon Heath,2007,74.0,181.0,79.0,SDSU,33,36.9,19.3,6.8,16.2,0.421,2.6,7.5,0.352,3.0,4.1,0.746,0.9,3.0,3.8,3.6,1.9,0.1,3.2,1.6
Herbert Hill,2007,79.0,232.0,86.25,PROV,31,31.9,18.1,7.7,12.1,0.64,0.0,0.0,0.0,2.6,4.3,0.602,3.3,5.6,8.8,1.5,1.0,2.9,2.9,2.9
Al Horford,2007,80.0,246.0,84.75,FLA,38,27.8,13.2,4.9,8.1,0.608,0.0,0.1,0.0,3.4,5.3,0.644,2.5,6.9,9.5,2.2,0.7,1.8,1.8,2.5
